sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
78,12,وَبَنَيۡنَا فَوۡقَكُمۡ سَبۡعٗا شِدَادٗا,وَبَنَيْنَا فَوْقَكُمْ سَبْعًا شِدَادًا,52.7,57.35,1.0,Success,Last word matched,No Overlap
78,13,وَجَعَلۡنَا سِرَاجٗا وَهَّاجٗا,وَجَعَلْنَا سِرَاجًا وَهَّاجًا,58.35,62.21,1.0,Success,Last word matched,No Overlap
78,14,وَأَنزَلۡنَا مِنَ ٱلۡمُعۡصِرَٰتِ مَآءٗ ثَجَّاجٗا,وَأَنْزَلْنَا مِنَ الْمُعْصِرَاتِ مَاءً ثَجَّاجًا,63.27,70.44,0.9473684210526315,Success,Last word matched,No Overlap
78,15,لِّنُخۡرِجَ بِهِۦ حَبّٗا وَنَبَاتٗا,لِنُخْرِجَ بِهِ حَبًّا وَنَبَاتًا,71.75,76.1,0.9743589743589743,Success,Last word matched,No Overlap
78,16,وَجَنَّٰتٍ أَلۡفَافًا,وَجَنَّاتٍ أَلْفَافًا,76.92,79.93,0.9565217391304348,Success,Last word matched,No Overlap
78,17,إِنَّ يَوۡمَ ٱلۡفَصۡلِ كَانَ مِيقَٰتٗا,إِنَّ يَوْمَ الْفَصْلِ كَانَ مِيقَاتًا,80.84,85.14,0.9333333333333333,Success,Last word matched,No Overlap
78,18,يَوۡمَ يُنفَخُ فِي ٱلصُّورِ فَتَأۡتُونَ أَفۡوَاجٗا,يَوْمَ يُنْفَخُ فِي الصُّورِ فَتَأْتُونَ أَفْوَاجًا,86.25,91.53,0.967741935483871,Success,Last word matched,No Overlap
78,19,وَفُتِحَتِ ٱلسَّمَآءُ فَكَانَتۡ أَبۡوَٰبٗا,وَفُتِحَتِ السَّمَاءُ فَكَانَتْ أَبْوَابًا,92.66,98.13,0.9387755102040817,Success,Last word matched,No Overlap
78,20,وَسُيِّرَتِ ٱلۡجِبَالُ فَكَانَتۡ سَرَابًا,وَسُيِّرَتِ الْجِبَالُ فَكَانَتْ سَرَابًا,99.13,103.69,0.9583333333333334,Success,Last word matched,No Overlap
78,21,إِنَّ جَهَنَّمَ كَانَتۡ مِرۡصَادٗا,إِنَّ جَهَنَّمَ كَانَتْ مِرْصَادًا,104.78,109.31,1.0,Success,Last word matched,No Overlap
78,22,لِّلطَّٰغِينَ مَـَٔابٗا,لِلطَّاغِينَ مَآبًا,110.36,112.87,0.9166666666666666,Success,Last word matched,No Overlap
78,24,لَّا يَذُوقُونَ فِيهَا بَرۡدٗا وَلَا شَرَابًا,لَا يَذُوقُونَ فِيهَا بَرْدًا وَلَا شَرَابًا,119.24,124.71,1.0,Success,Last word matched,No Overlap
78,25,إِلَّا حَمِيمٗا وَغَسَّاقٗا,إِلَّا حَمِيمًا وَغَسَّاقًا,125.61,129.29,1.0,Success,Last word matched,No Overlap
78,26,جَزَآءٗ وِفَاقًا,جَزَاءً وِفَاقًا,130.35,133.94,1.0,Success,Last word matched,No Overlap
78,27,إِنَّهُمۡ كَانُواْ لَا يَرۡجُونَ حِسَابٗا,إِنَّهُمْ كَانُوا لَا يَرْجُونَ حِسَابًا,134.97,139.76,1.0,Success,Last word matched,No Overlap
78,28,وَكَذَّبُواْ بِـَٔايَٰتِنَا كِذَّابٗا,وَكَذَّبُوا بِآيَاتِنَا كِذَّابًا,140.65,144.88,0.95,Success,Last word matched,No Overlap
78,29,وَكُلَّ شَيۡءٍ أَحۡصَيۡنَٰهُ كِتَٰبٗا,وَكُلَّ شَيْءٍ أَحْصَيْنَاهُ كِتَابًا,145.75,150.04,0.95,Success,Last word matched,No Overlap
78,30,فَذُوقُواْ فَلَن نَّزِيدَكُمۡ إِلَّا عَذَابًا,فَذُوقُوا فَلَنْ نَزِيدَكُمْ إِلَّا عَذَابًا,151.02,156.86,1.0,Success,Last word matched,No Overlap
78,31,إِنَّ لِلۡمُتَّقِينَ مَفَازًا,إِنَّ لِلْمُتَّقِينَ مَفَازًا,157.81,161.63,1.0,Success,Last word matched,No Overlap
78,32,حَدَآئِقَ وَأَعۡنَٰبٗا,حَدَائِقَ وَأَعْنَابًا,162.38,166.07,0.96,Success,Last word matched,No Overlap
78,33,وَكَوَاعِبَ أَتۡرَابٗا,وَكَوَاعِبَ أَتْرَابًا,166.98,169.57,1.0,Success,Last word matched,No Overlap
78,34,وَكَأۡسٗا دِهَاقٗا,وَكَأْسًا دِهَاقًا,170.28,173.32,1.0,Success,Last word matched,No Overlap
78,35,لَّا يَسۡمَعُونَ فِيهَا لَغۡوٗا وَلَا كِذَّٰبٗا,لَا يَسْمَعُونَ فِيهَا لَغْوًا وَلَا كِذَّابًا,174.15,179.71,0.9824561403508771,Success,Last word matched,No Overlap
78,36,جَزَآءٗ مِّن رَّبِّكَ عَطَآءً حِسَابٗا,جَزَاءً مِنْ رَبِّكَ عَطَاءً حِسَابًا,180.73,187.16,1.0,Success,Last word matched,No Overlap
78,37,رَّبِّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا ٱلرَّحۡمَٰنِۖ لَا يَمۡلِكُونَ مِنۡهُ خِطَابٗا,رَبِّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا الرَّحْمَنِ لَا يَمْلِكُونَ مِنْهُ خِطَابًا,188.4,199.4,0.9272727272727272,Success,Last word matched,Overlap Removed
78,38,يَوۡمَ يَقُومُ ٱلرُّوحُ وَٱلۡمَلَٰٓئِكَةُ صَفّٗاۖ لَّا يَتَكَلَّمُونَ إِلَّا مَنۡ أَذِنَ لَهُ ٱلرَّحۡمَٰنُ وَقَالَ صَوَابٗا,يَوْمَ يَقُومُ الرُّوحُ وَالْمَلَائِكَةُ صَفًّا لَا يَتَكَلَّمُونَ إِلَّا مَنْ أَذِنَ لَهُ الرَّحْمَنُ وَقَالَ صَوَابًا,200.44,214.81,0.950354609929078,Success,Last word matched,Overlap Removed
78,39,ذَٰلِكَ ٱلۡيَوۡمُ ٱلۡحَقُّۖ فَمَن شَآءَ ٱتَّخَذَ إِلَىٰ رَبِّهِۦ مَـَٔابًا,ذَلِكَ الْيَوْمُ الْحَرَقُ وَالْمُؤْمِنِينَ فَمَنْ شَاءَ اتَّخَذَ إِلَى رَبِّهِ مَآبًا,215.74,226.0,0.7956989247311828,Success,Last word matched,Overlap Removed
78,40,إِنَّآ أَنذَرۡنَٰكُمۡ عَذَابٗا قَرِيبٗا يَوۡمَ يَنظُرُ ٱلۡمَرۡءُ مَا قَدَّمَتۡ يَدَاهُ وَيَقُولُ ٱلۡكَافِرُ يَٰلَيۡتَنِي كُنتُ تُرَٰبَۢا,إِنَّا أَنْذَرْنَاكُمْ عَذَابًا قَرِيبًا يَوْمَ يَنْظُرُ الْمَرْءُ مَا قَدَّمَتْ يَدَاهُ وَيَقُولُ الْكَافِرُ يَا لَيْتَنِي كُنْتُ تُرَابًا,227.36,251.88,0.9512195121951219,Success,Last word matched,Overlap Removed
